"year_sale";"month_sale";"IDATVEND";"ETAMANHO";"PORTO";"zona";"EESPECIE";"tipo_barco";"estrato_lei";"anonPRT";"QVENDA";"VVENDA";"DiaSemana";"PMED";"tipos_barcos3"
"2005";"Aug";2005-08-11;"3";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"bjb";96;11,64;"Thu";0,12;"Traineira"
"2009";"May";2009-05-08;"2";"OLHAO";"Sul";"Outros";"traineira";"16-40";"aed";5,1;17,85;"Fri";3,5;"Traineira"
"2007";"Oct";2007-10-25;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bjb";31,7;367,07;"Thu";11,58;"Traineira"
"2006";"Aug";2006-08-11;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";2400;5175,15;"Fri";2,16;"Traineira"
"2010";"Sep";2010-09-01;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"abh";220;224;"Wed";1,02;"Traineira"
"2007";"Apr";2007-04-18;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"acj";60;119;"Wed";1,98;"Traineira"
"2006";"May";2006-05-02;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";258;100,5;"Tue";0,39;"Traineira"
"2009";"Oct";2009-10-26;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";50;35,5;"Mon";0,71;"Traineira"
"2010";"Oct";2010-10-22;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bbe";3532,5;1554,3;"Fri";0,44;"Traineira"
"2009";"Jun";2009-06-30;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";8370;10280,59;"Tue";1,23;"Traineira"
"2009";"Jul";2009-07-31;"3";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";72;46,44;"Fri";0,64;"Traineira"
"2005";"Jun";2005-06-22;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";3,2;2,88;"Wed";0,9;"Traineira"
"2006";"May";2006-05-03;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";5580;2255,4;"Wed";0,4;"Traineira"
"2009";"May";2009-05-13;"3";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bde";320;121,6;"Wed";0,38;"Traineira"
"2006";"Nov";2006-11-29;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";11430;4733,8;"Wed";0,41;"Traineira"
"2005";"Nov";2005-11-23;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"caj";5805;2012,1;"Wed";0,35;"Traineira"
"2008";"Aug";2008-08-21;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";3978;3345,38;"Thu";0,84;"Traineira"
"2007";"May";2007-05-15;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";585;269,1;"Tue";0,46;"Traineira"
"2006";"Aug";2006-08-29;"2";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"bjb";7;26,25;"Tue";3,75;"Traineira"
"2008";"Jan";2008-01-23;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bfh";550;266;"Wed";0,48;"Traineira"
"2010";"Nov";2010-11-05;"2";"PENICHE";"Centro";"Carapau-Branco";"traineira";"16-40";"bib";396;166,88;"Fri";0,42;"Traineira"
"2005";"Dec";2005-12-20;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";888;142,08;"Tue";0,16;"Traineira"
"2008";"Jul";2008-07-16;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aei";67,5;126,2;"Wed";1,87;"Traineira"
"2005";"Jan";2005-01-29;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bfh";1800;695;"Sat";0,39;"Traineira"
"2010";"Aug";2010-08-18;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";972;584,3;"Wed";0,6;"Traineira"
"2009";"Jun";2009-06-20;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bff";224,9;400,94;"Sat";1,78;"Traineira"
"2007";"Jul";2007-07-12;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";1500;1435;"Thu";0,96;"Traineira"
"2006";"Aug";2006-08-11;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfi";585;144;"Fri";0,25;"Traineira"
"2006";"Nov";2006-11-29;"5";"LAGOS";"Sul";"Outros";"traineira";"16-40";"aci";541,1;59,26;"Wed";0,11;"Traineira"
"2006";"Mar";2006-03-21;"2";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";73,5;49,7;"Tue";0,68;"Traineira"
"2005";"Aug";2005-08-10;"3";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";67,5;26,4;"Wed";0,39;"Traineira"
"2006";"Apr";2006-04-07;"2";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bff";5,6;24,64;"Fri";4,4;"Traineira"
"2005";"Nov";2005-11-11;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"age";5625;1967;"Fri";0,35;"Traineira"
"2009";"Sep";2009-09-23;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"aha";404;325,68;"Wed";0,81;"Traineira"
"2006";"Jul";2006-07-11;"2";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bfi";652,5;1175,1;"Tue";1,8;"Traineira"
"2007";"May";2007-05-24;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bha";9000;4140;"Thu";0,46;"Traineira"
"2009";"Apr";2009-04-30;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdf";225;406;"Thu";1,8;"Traineira"
"2005";"May";2005-05-07;"4";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";180;90;"Sat";0,5;"Traineira"
"2009";"Sep";2009-09-25;"4";"LAGOS";"Sul";"Outros";"traineira";"16-40";"aci";25,9;14,51;"Fri";0,56;"Traineira"
"2007";"Jul";2007-07-14;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abg";440;193,6;"Sat";0,44;"Traineira"
"2005";"Jul";2005-07-06;"3";"QUARTEIRA";"Sul";"Carapau-Branco";"traineira";"16-40";"aaf";40;183;"Wed";4,58;"Traineira"
"2006";"Oct";2006-10-03;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";270;79,2;"Tue";0,29;"Traineira"
"2006";"Sep";2006-09-22;"6";"LAGOS";"Sul";"Carapau-Branco";"traineira";"16-40";"bif";142,9;446,91;"Fri";3,13;"Traineira"
"2010";"Oct";2010-10-21;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfg";10125;3974,4;"Thu";0,39;"Traineira"
"2006";"Jun";2006-06-29;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bjd";696;932,64;"Thu";1,34;"Traineira"
"2006";"Oct";2006-10-03;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"adf";912;945,22;"Tue";1,04;"Traineira"
"2006";"Jan";2006-01-10;"3";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bai";180;128;"Tue";0,71;"Traineira"
"2010";"Feb";2010-02-11;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";9;33,3;"Thu";3,7;"Traineira"
"2010";"Aug";2010-08-31;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"caa";202,5;217,8;"Tue";1,08;"Traineira"
"2010";"May";2010-05-27;"4";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";427,5;195,16;"Thu";0,46;"Traineira"
"2007";"Mar";2007-03-02;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bib";2025;865,8;"Fri";0,43;"Traineira"
"2006";"Aug";2006-08-23;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"ahb";427,5;659;"Wed";1,54;"Traineira"
"2006";"Nov";2006-11-10;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";360;74,85;"Fri";0,21;"Traineira"
"2007";"May";2007-05-10;"3";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";550;333,26;"Thu";0,61;"Traineira"
"2005";"Aug";2005-08-04;"2";"SAGRES";"Sul";"Carapau-Branco";"traineira";"16-40";"bcd";179,6;246,34;"Thu";1,37;"Traineira"
"2005";"Oct";2005-10-19;"SemTam";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";8,8;29,92;"Wed";3,4;"Traineira"
"2009";"Oct";2009-10-10;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";5434;3021,01;"Sat";0,56;"Traineira"
"2005";"Nov";2005-11-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"afc";967,5;149;"Fri";0,15;"Traineira"
"2007";"May";2007-05-07;"SemTam";"POVOA DO VARZIM";"Norte";"Outros";"traineira";"16-40";"bfg";9,4;25,02;"Mon";2,66;"Traineira"
"2009";"May";2009-05-20;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bib";1350;813,18;"Wed";0,6;"Traineira"
"2008";"Jun";2008-06-11;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bcb";2700;2139,3;"Wed";0,79;"Traineira"
"2008";"Jan";2008-01-22;"2";"FIGUEIRA DA FOZ";"Norte";"Biqueirao";"traineira";"16-40";"ace";562,5;2357,5;"Tue";4,19;"Traineira"
"2008";"Aug";2008-08-21;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";164,9;66,13;"Thu";0,4;"Traineira"
"2005";"Sep";2005-09-15;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";2587,5;913,65;"Thu";0,35;"Traineira"
"2009";"Nov";2009-11-18;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";19057,5;8811,3;"Wed";0,46;"Traineira"
"2009";"Feb";2009-02-17;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"afc";7245;10603;"Tue";1,46;"Traineira"
"2010";"Jul";2010-07-01;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"caa";1620;799,2;"Thu";0,49;"Traineira"
"2007";"Jun";2007-06-21;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";1898,2;1660,17;"Thu";0,87;"Traineira"
"2006";"Apr";2006-04-17;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgi";6277,5;2927,5;"Mon";0,47;"Traineira"
"2006";"Sep";2006-09-02;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bjd";2884;1307,76;"Sat";0,45;"Traineira"
"2005";"Jan";2005-01-21;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"ahb";1146;5363,4;"Fri";4,68;"Traineira"
"2009";"Oct";2009-10-21;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"aha";720;149,7;"Wed";0,21;"Traineira"
"2007";"Sep";2007-09-13;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bia";315;108,18;"Thu";0,34;"Traineira"
"2009";"Jul";2009-07-29;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";2700;2616;"Wed";0,97;"Traineira"
"2009";"Sep";2009-09-22;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";1000;120;"Tue";0,12;"Traineira"
"2006";"Jul";2006-07-15;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"cae";132;55,92;"Sat";0,42;"Traineira"
"2005";"Oct";2005-10-15;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";5445;3180,12;"Sat";0,58;"Traineira"
"2007";"Sep";2007-09-07;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";9990;9213,9;"Fri";0,92;"Traineira"
"2008";"Jan";2008-01-22;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bcb";630;274,32;"Tue";0,44;"Traineira"
"2006";"Jun";2006-06-16;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"abe";3172,5;1693,2;"Fri";0,53;"Traineira"
"2009";"Jun";2009-06-05;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"caj";1530;1627,2;"Fri";1,06;"Traineira"
"2007";"Feb";2007-02-13;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bff";6;14,1;"Tue";2,35;"Traineira"
"2009";"Dec";2009-12-04;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"abh";1220;2267,2;"Fri";1,86;"Traineira"
"2008";"Jul";2008-07-17;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bfe";10;10,2;"Thu";1,02;"Traineira"
"2007";"Jan";2007-01-03;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"cab";3757,5;1162,05;"Wed";0,31;"Traineira"
"2010";"May";2010-05-13;"6";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"caa";180;186;"Thu";1,03;"Traineira"
"2005";"Jan";2005-01-04;"1";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bag";40;66,4;"Tue";1,66;"Traineira"
"2007";"Dec";2007-12-07;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"abe";270;41,52;"Fri";0,15;"Traineira"
"2007";"Jul";2007-07-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";5737,5;4488,1;"Fri";0,78;"Traineira"
"2006";"Sep";2006-09-08;"2";"POVOA DO VARZIM";"Norte";"Sardinha";"traineira";"16-40";"abe";180;100;"Fri";0,56;"Traineira"
"2007";"Feb";2007-02-05;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjh";6750;2684,88;"Mon";0,4;"Traineira"
"2007";"Feb";2007-02-26;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";5,8;17,11;"Mon";2,95;"Traineira"
"2005";"Jun";2005-06-29;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bjb";420;86;"Wed";0,2;"Traineira"
"2010";"Sep";2010-09-07;"SemTam";"POVOA DO VARZIM";"Norte";"Outros";"traineira";"16-40";"acg";1080;192;"Tue";0,18;"Traineira"
"2005";"May";2005-05-24;"4";"PENICHE";"Centro";"Carapau-Branco";"traineira";"16-40";"bib";3420;1045,48;"Tue";0,31;"Traineira"
"2007";"Oct";2007-10-12;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";11250;5137,2;"Fri";0,46;"Traineira"
"2006";"Aug";2006-08-03;"2";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bff";4,8;18,72;"Thu";3,9;"Traineira"
"2005";"Jul";2005-07-08;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";765;339,89;"Fri";0,44;"Traineira"
"2009";"Oct";2009-10-13;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";810;89,1;"Tue";0,11;"Traineira"
"2008";"Sep";2008-09-09;"5";"LAGOS";"Sul";"Outros";"traineira";"16-40";"aeg";971,5;334,09;"Tue";0,34;"Traineira"
"2008";"Sep";2008-09-02;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";12015;5286,6;"Tue";0,44;"Traineira"
"2008";"Feb";2008-02-11;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";454,1;1937,12;"Mon";4,27;"Traineira"
"2010";"Jul";2010-07-27;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"aha";678,5;2138,49;"Tue";3,15;"Traineira"
"2008";"Sep";2008-09-06;"3";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";1458;759,9;"Sat";0,52;"Traineira"
"2008";"Jan";2008-01-29;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";4635;4339,8;"Tue";0,94;"Traineira"
"2010";"Sep";2010-09-21;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";2520;523,95;"Tue";0,21;"Traineira"
"2009";"Sep";2009-09-15;"4";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bih";87;277,6;"Tue";3,19;"Traineira"
"2007";"Nov";2007-11-28;"1";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bfh";1000;323,05;"Wed";0,32;"Traineira"
"2007";"Aug";2007-08-24;"4";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";200;545,3;"Fri";2,73;"Traineira"
"2010";"Jun";2010-06-08;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";7008;1421,98;"Tue";0,2;"Traineira"
"2006";"Aug";2006-08-01;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";1239,9;1426,07;"Tue";1,15;"Traineira"
"2010";"Sep";2010-09-27;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfg";1620;604,8;"Mon";0,37;"Traineira"
"2006";"Jul";2006-07-03;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";1170;1285,6;"Mon";1,1;"Traineira"
"2009";"May";2009-05-15;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"aha";360;59,85;"Fri";0,17;"Traineira"
"2008";"Oct";2008-10-18;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"baa";600;244;"Sat";0,41;"Traineira"
"2007";"Aug";2007-08-31;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";6750;3708;"Fri";0,55;"Traineira"
"2005";"Nov";2005-11-09;"6";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";80;150,2;"Wed";1,88;"Traineira"
"2008";"Aug";2008-08-22;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agd";135;322,2;"Fri";2,39;"Traineira"
"2007";"Dec";2007-12-26;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";6,5;77,35;"Wed";11,9;"Traineira"
"2009";"Sep";2009-09-22;"SemTam";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"adc";1063,7;2631,35;"Tue";2,47;"Traineira"
"2007";"Aug";2007-08-03;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";14197,5;17153,7;"Fri";1,21;"Traineira"
"2006";"Jun";2006-06-22;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";948,5;601,66;"Thu";0,63;"Traineira"
"2010";"Nov";2010-11-11;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdj";7425;2868,4;"Thu";0,39;"Traineira"
"2005";"Aug";2005-08-04;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"cae";1290;309,6;"Thu";0,24;"Traineira"
"2010";"Sep";2010-09-24;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";6,8;15,59;"Fri";2,29;"Traineira"
"2006";"Oct";2006-10-12;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"afg";4140;1564;"Thu";0,38;"Traineira"
"2008";"Oct";2008-10-24;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";14557,5;6405,3;"Fri";0,44;"Traineira"
"2008";"Aug";2008-08-02;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";1008;167,58;"Sat";0,17;"Traineira"
"2006";"May";2006-05-18;"2";"POVOA DO VARZIM";"Norte";"Sardinha";"traineira";"16-40";"bfb";4050;1782;"Thu";0,44;"Traineira"
"2005";"Nov";2005-11-15;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"afh";2970;1334,04;"Tue";0,45;"Traineira"
"2010";"Aug";2010-08-20;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";8832;2194,32;"Fri";0,25;"Traineira"
"2008";"Oct";2008-10-13;"4";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bde";1800;414;"Mon";0,23;"Traineira"
"2006";"Oct";2006-10-10;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bjb";25;37,75;"Tue";1,51;"Traineira"
"2005";"Jul";2005-07-22;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"acj";1416;3566,6;"Fri";2,52;"Traineira"
"2005";"Oct";2005-10-06;"3";"LAGOS";"Sul";"Outros";"traineira";"16-40";"afi";57,5;34,84;"Thu";0,61;"Traineira"
"2008";"Sep";2008-09-22;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bbe";990;435,6;"Mon";0,44;"Traineira"
"2006";"Apr";2006-04-17;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";6300;3308,72;"Mon";0,53;"Traineira"
"2009";"Oct";2009-10-27;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"afj";36;7,08;"Tue";0,2;"Traineira"
"2006";"Aug";2006-08-08;"5";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"agj";76;125,41;"Tue";1,65;"Traineira"
"2008";"Jan";2008-01-08;"5";"NAZARE";"Centro";"Carapau-Branco";"traineira";"16-40";"agd";3906;4380,3;"Tue";1,12;"Traineira"
"2010";"Aug";2010-08-20;"5";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";2;6,8;"Fri";3,4;"Traineira"
"2010";"Jun";2010-06-28;"4";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bde";3600;720;"Mon";0,2;"Traineira"
"2007";"Apr";2007-04-19;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";701,9;786,42;"Thu";1,12;"Traineira"
"2007";"Feb";2007-02-06;"4";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";1710;715,6;"Tue";0,42;"Traineira"
"2010";"Nov";2010-11-05;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";66,5;197,93;"Fri";2,98;"Traineira"
"2010";"Jul";2010-07-30;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";7000;26187,5;"Fri";3,74;"Traineira"
"2009";"Aug";2009-08-06;"4";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjj";697,5;419,34;"Thu";0,6;"Traineira"
"2005";"Jun";2005-06-20;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";202,5;197,35;"Mon";0,97;"Traineira"
"2006";"Oct";2006-10-13;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";810;432,9;"Fri";0,53;"Traineira"
"2005";"Apr";2005-04-19;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";6984;4010,83;"Tue";0,57;"Traineira"
"2006";"Aug";2006-08-23;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";396,4;161,03;"Wed";0,41;"Traineira"
"2005";"May";2005-05-05;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bic";1200;645;"Thu";0,54;"Traineira"
"2007";"Oct";2007-10-09;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgb";3465;3073,44;"Tue";0,89;"Traineira"
"2007";"Nov";2007-11-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";5670;2504,52;"Tue";0,44;"Traineira"
"2005";"May";2005-05-19;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agc";585;500,2;"Thu";0,86;"Traineira"
"2008";"Nov";2008-11-12;"3";"AVEIRO";"Norte";"Sardinha";"traineira";"16-40";"abe";1237,5;550;"Wed";0,44;"Traineira"
"2008";"Jan";2008-01-10;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";260;53,43;"Thu";0,21;"Traineira"
"2009";"Apr";2009-04-28;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgi";17325;7525,04;"Tue";0,43;"Traineira"
"2005";"Jun";2005-06-18;"2";"VRSA";"Sul";"Sardinha";"traineira";"16-40";"aji";131,7;268,66;"Sat";2,04;"Traineira"
"2008";"Jun";2008-06-10;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"abc";24;104,75;"Tue";4,36;"Traineira"
"2010";"Feb";2010-02-10;"4";"AVEIRO";"Norte";"Sardinha";"traineira";"16-40";"bda";1440;2835,6;"Wed";1,97;"Traineira"
"2010";"Aug";2010-08-25;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"bej";10000;1520;"Wed";0,15;"Traineira"
"2006";"Sep";2006-09-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";3240;1396,5;"Tue";0,43;"Traineira"
"2006";"Jan";2006-01-20;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bjb";8;3,2;"Fri";0,4;"Traineira"
"2006";"Jul";2006-07-26;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bff";2860;877,4;"Wed";0,31;"Traineira"
"2008";"Oct";2008-10-14;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aja";720;121,6;"Tue";0,17;"Traineira"
"2007";"Oct";2007-10-30;"1";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acf";4000;1700;"Tue";0,42;"Traineira"
"2009";"Nov";2009-11-10;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"age";10620;4725;"Tue";0,44;"Traineira"
"2006";"Nov";2006-11-20;"1";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"agj";8;42,4;"Mon";5,3;"Traineira"
"2010";"Feb";2010-02-11;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bha";202,5;39,6;"Thu";0,2;"Traineira"
"2006";"Jun";2006-06-21;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";2317,5;2338,55;"Wed";1,01;"Traineira"
"2006";"Aug";2006-08-02;"1";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bjb";22,6;28,91;"Wed";1,28;"Traineira"
"2010";"Oct";2010-10-14;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"ahb";67,5;23,67;"Thu";0,35;"Traineira"
"2006";"Aug";2006-08-01;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";107;310,4;"Tue";2,9;"Traineira"
"2010";"May";2010-05-19;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";2500;600;"Wed";0,24;"Traineira"
"2006";"Jan";2006-01-04;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjh";2070;780,62;"Wed";0,38;"Traineira"
"2007";"Jul";2007-07-27;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";8910;4603,2;"Fri";0,52;"Traineira"
"2009";"Apr";2009-04-11;"3";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";16,5;15,01;"Sat";0,91;"Traineira"
"2008";"Sep";2008-09-08;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bdh";337,5;344,55;"Mon";1,02;"Traineira"
"2008";"May";2008-05-06;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";720;417,6;"Tue";0,58;"Traineira"
