"year_sale";"month_sale";"IDATVEND";"ETAMANHO";"PORTO";"zona";"EESPECIE";"tipo_barco";"estrato_lei";"anonPRT";"QVENDA";"VVENDA";"DiaSemana";"PMED";"tipos_barcos3"
"2007";"Aug";2007-08-08;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";112;644;"Wed";5,75;"Traineira"
"2010";"Jul";2010-07-06;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"age";585;235,3;"Tue";0,4;"Traineira"
"2010";"Apr";2010-04-05;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"agh";20272,5;4187,24;"Mon";0,21;"Traineira"
"2008";"May";2008-05-08;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";5500;1220;"Thu";0,22;"Traineira"
"2010";"May";2010-05-31;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bde";1012,5;911,25;"Mon";0,9;"Traineira"
"2007";"Aug";2007-08-02;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";336,9;436,37;"Thu";1,3;"Traineira"
"2005";"Nov";2005-11-22;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"acj";480;129,6;"Tue";0,27;"Traineira"
"2009";"Aug";2009-08-20;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";1066;844,47;"Thu";0,79;"Traineira"
"2006";"May";2006-05-25;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";5962,5;1746,55;"Thu";0,29;"Traineira"
"2006";"Dec";2006-12-27;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfi";135;48;"Wed";0,36;"Traineira"
"2009";"Nov";2009-11-10;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bif";5700;2538;"Tue";0,45;"Traineira"
"2008";"Aug";2008-08-09;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";1569,3;2617,42;"Sat";1,67;"Traineira"
"2009";"May";2009-05-13;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";1193;578,02;"Wed";0,48;"Traineira"
"2010";"Jun";2010-06-12;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";624;927,96;"Sat";1,49;"Traineira"
"2006";"Oct";2006-10-03;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bib";9450;1617;"Tue";0,17;"Traineira"
"2010";"Aug";2010-08-04;"2";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";22,1;6,76;"Wed";0,31;"Traineira"
"2006";"Jul";2006-07-03;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";697,5;980,4;"Mon";1,41;"Traineira"
"2006";"Sep";2006-09-20;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aee";405;204,58;"Wed";0,51;"Traineira"
"2005";"Apr";2005-04-19;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";4500;1836,4;"Tue";0,41;"Traineira"
"2006";"Jan";2006-01-25;"1";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bib";144;578,7;"Wed";4,02;"Traineira"
"2006";"Mar";2006-03-25;"2";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";2,6;12,48;"Sat";4,8;"Traineira"
"2008";"May";2008-05-21;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"ace";135;24;"Wed";0,18;"Traineira"
"2007";"Aug";2007-08-28;"4";"POVOA DO VARZIM";"Norte";"Outros";"traineira";"16-40";"bfg";49,7;59,79;"Tue";1,2;"Traineira"
"2008";"Aug";2008-08-13;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"adc";252,8;768,87;"Wed";3,04;"Traineira"
"2008";"Jun";2008-06-09;"SemTam";"FIGUEIRA DA FOZ";"Norte";"Outros";"traineira";"16-40";"bdc";270;111,3;"Mon";0,41;"Traineira"
"2007";"Jan";2007-01-12;"1";"NAZARE";"Centro";"Outros";"traineira";"16-40";"bfg";4,5;32,4;"Fri";7,2;"Traineira"
"2007";"Dec";2007-12-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bia";2002,5;373,8;"Tue";0,19;"Traineira"
"2006";"Dec";2006-12-11;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";132,8;292,68;"Mon";2,2;"Traineira"
"2007";"Nov";2007-11-16;"6";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"ace";180;500;"Fri";2,78;"Traineira"
"2006";"Jun";2006-06-23;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgb";2002,5;4343,9;"Fri";2,17;"Traineira"
"2007";"Oct";2007-10-17;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"abg";495,6;360,45;"Wed";0,73;"Traineira"
"2006";"Dec";2006-12-26;"3";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"bcd";10,6;56,18;"Tue";5,3;"Traineira"
"2010";"May";2010-05-11;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acc";7875;3073;"Tue";0,39;"Traineira"
"2005";"Jan";2005-01-15;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"cae";2000;1120;"Sat";0,56;"Traineira"
"2007";"May";2007-05-19;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";23;77,05;"Sat";3,35;"Traineira"
"2009";"Dec";2009-12-02;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";1350;771;"Wed";0,57;"Traineira"
"2006";"Aug";2006-08-22;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agc";832,5;735,9;"Tue";0,88;"Traineira"
"2007";"May";2007-05-29;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bfi";1822,5;838,35;"Tue";0,46;"Traineira"
"2006";"Jun";2006-06-03;"3";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"adc";19,1;31,12;"Sat";1,63;"Traineira"
"2005";"Apr";2005-04-12;"3";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acf";3500;1445;"Tue";0,41;"Traineira"
"2007";"May";2007-05-19;"3";"QUARTEIRA";"Sul";"Cavala";"traineira";"16-40";"adc";37,3;26,11;"Sat";0,7;"Traineira"
"2005";"Oct";2005-10-21;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";1710;529,6;"Fri";0,31;"Traineira"
"2009";"Apr";2009-04-18;"1";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";980;331,8;"Sat";0,34;"Traineira"
"2006";"Nov";2006-11-08;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";787,5;296,4;"Wed";0,38;"Traineira"
"2010";"Jul";2010-07-22;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";1150;1204;"Thu";1,05;"Traineira"
"2010";"Jul";2010-07-21;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agd";315;509,2;"Wed";1,62;"Traineira"
"2006";"Aug";2006-08-25;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";1224;887,96;"Fri";0,73;"Traineira"
"2009";"Jun";2009-06-24;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abh";140;28;"Wed";0,2;"Traineira"
"2005";"Jan";2005-01-12;"3";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"ajf";8000;3720;"Wed";0,47;"Traineira"
"2007";"May";2007-05-08;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";3037,5;1252,3;"Tue";0,41;"Traineira"
"2005";"Sep";2005-09-23;"6";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"acj";670;717;"Fri";1,07;"Traineira"
"2005";"Dec";2005-12-21;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";32,8;104,48;"Wed";3,19;"Traineira"
"2005";"Oct";2005-10-17;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdf";2520;729,12;"Mon";0,29;"Traineira"
"2009";"Aug";2009-08-13;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";5130;1824;"Thu";0,36;"Traineira"
"2005";"Aug";2005-08-25;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";1794,3;2534,43;"Thu";1,41;"Traineira"
"2005";"Jun";2005-06-27;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"caj";22,5;18,9;"Mon";0,84;"Traineira"
"2008";"Jul";2008-07-17;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"afi";1120;2220;"Thu";1,98;"Traineira"
"2007";"May";2007-05-18;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bfh";1716;299,4;"Fri";0,17;"Traineira"
"2006";"Sep";2006-09-28;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfi";945;226,8;"Thu";0,24;"Traineira"
"2008";"Jun";2008-06-11;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"aea";9;4,9;"Wed";0,54;"Traineira"
"2008";"Aug";2008-08-22;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";14380;7013,8;"Fri";0,49;"Traineira"
"2006";"Oct";2006-10-11;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";27,9;11,43;"Wed";0,41;"Traineira"
"2007";"Jul";2007-07-30;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";765;958,1;"Mon";1,25;"Traineira"
"2007";"Jun";2007-06-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bgh";22,5;15,4;"Mon";0,68;"Traineira"
"2005";"Aug";2005-08-31;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aeb";2790;1560,14;"Wed";0,56;"Traineira"
"2010";"Aug";2010-08-18;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";5940;6510,7;"Wed";1,1;"Traineira"
"2008";"Feb";2008-02-01;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";11232;2105,4;"Fri";0,19;"Traineira"
"2010";"Mar";2010-03-23;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aed";1500;800;"Tue";0,53;"Traineira"
"2009";"Apr";2009-04-24;"2";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";897;538,33;"Fri";0,6;"Traineira"
"2010";"Jun";2010-06-23;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"adf";1864;1855,22;"Wed";1;"Traineira"
"2010";"Nov";2010-11-02;"3";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfe";67,5;13,5;"Tue";0,2;"Traineira"
"2005";"Aug";2005-08-23;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"bai";157,5;33,67;"Tue";0,21;"Traineira"
"2008";"Sep";2008-09-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfe";67,5;14,7;"Thu";0,22;"Traineira"
"2005";"May";2005-05-17;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bec";1000;645;"Tue";0,64;"Traineira"
"2008";"Nov";2008-11-14;"4";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";109,2;45,85;"Fri";0,42;"Traineira"
"2010";"Apr";2010-04-29;"3";"QUARTEIRA";"Sul";"Cavala";"traineira";"16-40";"aaf";767;123,37;"Thu";0,16;"Traineira"
"2010";"Dec";2010-12-07;"3";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bha";337,5;235,5;"Tue";0,7;"Traineira"
"2006";"Jan";2006-01-13;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bfh";2200;1215;"Fri";0,55;"Traineira"
"2007";"Nov";2007-11-16;"4";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"adc";3500;2780;"Fri";0,79;"Traineira"
"2005";"Dec";2005-12-07;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"abe";810;271,8;"Wed";0,34;"Traineira"
"2006";"Aug";2006-08-04;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"bbe";90;20;"Fri";0,22;"Traineira"
"2010";"Jan";2010-01-21;"1";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";1400;548,5;"Thu";0,39;"Traineira"
"2010";"Jan";2010-01-23;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"abh";8000;3074,16;"Sat";0,38;"Traineira"
"2009";"Nov";2009-11-07;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";2000;1580;"Sat";0,79;"Traineira"
"2007";"Aug";2007-08-17;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";2298;3682,69;"Fri";1,6;"Traineira"
"2008";"Aug";2008-08-21;"4";"AVEIRO";"Norte";"Cavala";"traineira";"16-40";"bdj";3780;571,2;"Thu";0,15;"Traineira"
"2008";"Dec";2008-12-17;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";6165;2728,88;"Wed";0,44;"Traineira"
"2007";"Oct";2007-10-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";13500;5765,2;"Fri";0,43;"Traineira"
"2006";"Sep";2006-09-12;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"ahb";1305;822,65;"Tue";0,63;"Traineira"
"2008";"Jul";2008-07-17;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"acc";697,5;128,65;"Thu";0,18;"Traineira"
"2007";"Jan";2007-01-29;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfj";3555;1534,2;"Mon";0,43;"Traineira"
"2009";"Jul";2009-07-10;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfg";3172,5;490,6;"Fri";0,15;"Traineira"
"2009";"Oct";2009-10-29;"4";"PORTIMAO";"Sul";"Carapau-Branco";"traineira";"16-40";"ajf";308;130,12;"Thu";0,42;"Traineira"
"2007";"Jun";2007-06-08;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"afj";45;32,4;"Fri";0,72;"Traineira"
"2009";"Jan";2009-01-06;"2";"AVEIRO";"Norte";"Outros";"traineira";"16-40";"aic";5,5;8,25;"Tue";1,5;"Traineira"
"2006";"May";2006-05-17;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"cae";1000;520;"Wed";0,52;"Traineira"
"2007";"Oct";2007-10-03;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";11857,5;5388,25;"Wed";0,45;"Traineira"
"2008";"Sep";2008-09-18;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"bif";10200;2040;"Thu";0,2;"Traineira"
"2009";"Jun";2009-06-30;"6";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"aja";198;196,9;"Tue";0,99;"Traineira"
"2005";"Dec";2005-12-06;"4";"LAGOS";"Sul";"Outros";"traineira";"16-40";"aib";332,7;201,2;"Tue";0,6;"Traineira"
"2009";"Feb";2009-02-20;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";4,7;3,91;"Fri";0,83;"Traineira"
"2010";"Jun";2010-06-23;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"bej";12000;1760;"Wed";0,15;"Traineira"
"2010";"Sep";2010-09-16;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";9202,5;4233,15;"Thu";0,46;"Traineira"
"2007";"Apr";2007-04-09;"3";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";35;181,05;"Mon";5,17;"Traineira"
"2009";"Jul";2009-07-15;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdc";12375;7150;"Wed";0,58;"Traineira"
"2006";"Jul";2006-07-08;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"aie";12;94,8;"Sat";7,9;"Traineira"
"2007";"Nov";2007-11-03;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"afj";3150;531,15;"Sat";0,17;"Traineira"
"2006";"Nov";2006-11-13;"3";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bde";2430;964,8;"Mon";0,4;"Traineira"
"2005";"Apr";2005-04-19;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acf";900;361;"Tue";0,4;"Traineira"
"2005";"Jan";2005-01-13;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";4500;2827,75;"Thu";0,63;"Traineira"
"2007";"May";2007-05-30;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agd";2722,5;1839,85;"Wed";0,68;"Traineira"
"2006";"Jul";2006-07-27;"5";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"agj";67,6;58,04;"Thu";0,86;"Traineira"
"2006";"May";2006-05-16;"SemTam";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";14;67,28;"Tue";4,81;"Traineira"
"2006";"Apr";2006-04-24;"3";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";131;858,99;"Mon";6,56;"Traineira"
"2007";"Jun";2007-06-13;"4";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"abc";168;264,37;"Wed";1,57;"Traineira"
"2007";"Nov";2007-11-22;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";14467,5;6582,6;"Thu";0,45;"Traineira"
"2009";"Jun";2009-06-19;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"adf";1500;3040;"Fri";2,03;"Traineira"
"2007";"Aug";2007-08-31;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"agj";16080;3697;"Fri";0,23;"Traineira"
"2006";"Jul";2006-07-28;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bei";2565;2487,9;"Fri";0,97;"Traineira"
"2006";"Aug";2006-08-23;"5";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"abc";984;1205,13;"Wed";1,22;"Traineira"
"2009";"Oct";2009-10-09;"3";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bbe";675;258;"Fri";0,38;"Traineira"
"2005";"May";2005-05-07;"3";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";1080;509;"Sat";0,47;"Traineira"
"2009";"Sep";2009-09-22;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bff";8800;1760;"Tue";0,2;"Traineira"
"2006";"Nov";2006-11-30;"3";"SINES";"Centro";"Cavala";"traineira";"16-40";"abb";49,5;4,63;"Thu";0,09;"Traineira"
"2008";"Jan";2008-01-18;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"bdg";10102,5;1634,36;"Fri";0,16;"Traineira"
"2007";"Sep";2007-09-18;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"agb";562,5;125;"Tue";0,22;"Traineira"
"2005";"Jun";2005-06-13;"3";"NAZARE";"Centro";"Outros";"traineira";"16-40";"cab";45;22,2;"Mon";0,49;"Traineira"
"2005";"Jun";2005-06-20;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";787,5;2371,7;"Mon";3,01;"Traineira"
"2008";"Nov";2008-11-04;"3";"LAGOS";"Sul";"Carapau-Branco";"traineira";"16-40";"aci";80,2;129,2;"Tue";1,61;"Traineira"
"2005";"Jan";2005-01-20;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";810;327,6;"Thu";0,4;"Traineira"
"2005";"May";2005-05-13;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";2500;1220;"Fri";0,49;"Traineira"
"2006";"Jul";2006-07-14;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"adj";202,5;30,15;"Fri";0,15;"Traineira"
"2010";"Apr";2010-04-21;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bde";10500;5448;"Wed";0,52;"Traineira"
"2006";"Feb";2006-02-06;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"abe";3780;665;"Mon";0,18;"Traineira"
"2005";"Oct";2005-10-11;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdf";2700;860,64;"Tue";0,32;"Traineira"
"2007";"Aug";2007-08-21;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abg";4140;912;"Tue";0,22;"Traineira"
"2006";"Jul";2006-07-08;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";1560;296,25;"Sat";0,19;"Traineira"
"2006";"Oct";2006-10-04;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";810;235,8;"Wed";0,29;"Traineira"
"2008";"Jun";2008-06-11;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aea";360;63,6;"Wed";0,18;"Traineira"
"2010";"Jul";2010-07-14;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acc";540;544,8;"Wed";1,01;"Traineira"
"2007";"Jul";2007-07-12;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";2912;2396,82;"Thu";0,82;"Traineira"
"2010";"Nov";2010-11-12;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";5625;3472,4;"Fri";0,62;"Traineira"
"2005";"Jun";2005-06-17;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";585;1252,5;"Fri";2,14;"Traineira"
"2010";"Sep";2010-09-16;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";810;372,6;"Thu";0,46;"Traineira"
"2009";"May";2009-05-06;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bda";247,5;104,95;"Wed";0,42;"Traineira"
"2005";"Jun";2005-06-21;"6";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"bci";1179;3069;"Tue";2,6;"Traineira"
"2008";"May";2008-05-21;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"adj";45;8,6;"Wed";0,19;"Traineira"
"2007";"Jun";2007-06-20;"SemTam";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aeg";1206,3;4329,75;"Wed";3,59;"Traineira"
"2009";"Jul";2009-07-22;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";69,5;139;"Wed";2;"Traineira"
"2008";"Sep";2008-09-02;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bda";360;68,8;"Tue";0,19;"Traineira"
"2009";"May";2009-05-28;"SemTam";"AVEIRO";"Norte";"Outros";"traineira";"16-40";"bdf";79,3;611,28;"Thu";7,71;"Traineira"
"2006";"Jul";2006-07-21;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";3442,5;1754,1;"Fri";0,51;"Traineira"
"2005";"Sep";2005-09-28;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aeb";9697,5;5300;"Wed";0,55;"Traineira"
"2009";"May";2009-05-19;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";6817,5;7890,3;"Tue";1,16;"Traineira"
"2007";"May";2007-05-23;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";3375;1178,4;"Wed";0,35;"Traineira"
"2007";"Apr";2007-04-10;"3";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";3037,5;999;"Tue";0,33;"Traineira"
"2008";"Jan";2008-01-23;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";94;423,45;"Wed";4,5;"Traineira"
"2010";"Jul";2010-07-28;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";100;75;"Wed";0,75;"Traineira"
"2009";"Dec";2009-12-02;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";772;671,31;"Wed";0,87;"Traineira"
"2005";"Jul";2005-07-01;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";2092,5;1189,75;"Fri";0,57;"Traineira"
"2005";"Nov";2005-11-24;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";3195;1179;"Thu";0,37;"Traineira"
"2006";"Sep";2006-09-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bcb";7155;4372,85;"Wed";0,61;"Traineira"
"2005";"Oct";2005-10-26;"1";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"aie";96;222,6;"Wed";2,32;"Traineira"
"2006";"Oct";2006-10-24;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bjb";1000;160;"Tue";0,16;"Traineira"
"2009";"Jul";2009-07-14;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdc";6660;8780,4;"Tue";1,32;"Traineira"
"2005";"Jun";2005-06-07;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bcb";6615;7539,72;"Tue";1,14;"Traineira"
"2005";"Oct";2005-10-10;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bde";4342,5;2027;"Mon";0,47;"Traineira"
"2009";"Sep";2009-09-18;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bha";22,5;3,4;"Fri";0,15;"Traineira"
"2006";"Jul";2006-07-27;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aja";180;45;"Thu";0,25;"Traineira"
"2010";"Dec";2010-12-27;"4";"PENICHE";"Centro";"Carapau-Branco";"traineira";"16-40";"agh";1746;3023,2;"Mon";1,73;"Traineira"
"2010";"May";2010-05-28;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"aib";1012,5;295,65;"Fri";0,29;"Traineira"
"2008";"Jul";2008-07-11;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";504;104,79;"Fri";0,21;"Traineira"
"2006";"Jun";2006-06-09;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";9,4;56,66;"Fri";6,03;"Traineira"
"2010";"May";2010-05-24;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"ace";8527,5;2937,5;"Mon";0,34;"Traineira"
"2007";"Aug";2007-08-04;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";4520;2912,4;"Sat";0,64;"Traineira"
"2006";"Sep";2006-09-26;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aib";279,8;109,7;"Tue";0,39;"Traineira"
"2005";"May";2005-05-06;"4";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bej";29;136,5;"Fri";4,71;"Traineira"
"2010";"May";2010-05-10;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";990;435,6;"Mon";0,44;"Traineira"
"2005";"Aug";2005-08-25;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bde";810;248,4;"Thu";0,31;"Traineira"
"2006";"Aug";2006-08-02;"1";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"abg";51,1;181,71;"Wed";3,56;"Traineira"
