"DATA";"CAV_CAL";"CAV_GRAF";"SAR_CAL";"SAR_GRAF";"BIQ_CAL";"BIQ_GRAF";"CAR_CAL";"CAR_GRAF";"OUT_CAL";"OUT_GRAF";"PORTO"
"2005-05-31";32602,5;32602,5;87682,5;87682,5;0;0;1080;1080;85,8;85,8;"PENICHE"
"2005-05-31";2250;2250;8194;8194;0;0;24;24;313,7;313,7;"OLHAO"
"2005-05-31";450;450;2809,2;2809,2;0;0;70,8;70,8;519,1;519,1;"QUARTEIRA"
"2005-06-01";51795;51795;15750;15750;0;0;288;288;0;0;"PENICHE"
"2005-06-01";2929,4;2929,4;16478,7;16478,7;0;0;61,7;61,7;4,5;4,5;"SESIMBRA"
"2005-06-01";679,4;679,4;5203,1;5203,1;0;0;1182,7;1182,7;89,3;89,3;"SETUBAL"
"2005-06-01";1005;1005;12807;12807;0;0;15;15;2873,5;2873,5;"OLHAO"
"2005-06-02";37530;37530;54270;54270;0;0;1728;1728;0;0;"PENICHE"
"2005-06-02";890,9;890,9;5592,7;5592,7;0;0;2175,7;2175,7;157,9;157,9;"SESIMBRA"
"2005-06-02";331,2;331,2;3701,2;3701,2;0;0;22,7;22,7;155,2;155,2;"SETUBAL"
